timestamp,session_id,user_message,router_intent,retrieved_projects,similarity_scores,kb_version,fields_used
2026-02-12T19:40:23.313826,jraxal,"Yes, please share on WhatsApp at 01012345678.",lead_capture,[],[],v1.0,all
2026-02-12T19:40:47.012377,jraxal,"Yes, that is correct. March 2026.",lead_capture,[],[],v1.0,all
2026-02-12T19:41:28.475333,jraxal,I am interested in a villa in Badya and am planning for coming March. My name is Sid and my number is 01012345678.,lead_capture,[],[],v1.0,all
2026-02-12T19:41:46.016209,jraxal,"My budget is 20 million EGP and I am looking for personal use. Yes, share on WhatsApp.",lead_capture,[],[],v1.0,all
2026-02-12T19:42:21.130845,jraxal,Can you include the year in the timeline? Is it March 2026?,lead_capture,[],[],v1.0,all
2026-02-12T19:43:04.565543,jraxal,I am interested in a villa in Badya and am planning for coming March. My name is Sid and my number is 01012345678.,lead_capture,[],[],v1.0,all
2026-02-12T19:43:20.198606,jraxal,"My budget is 20 million EGP and I am looking for personal use. Yes, share on WhatsApp.",lead_capture,[],[],v1.0,all
2026-02-12T19:43:49.028844,jraxal,"Yes, that is correct. March 2026.",lead_capture,[],[],v1.0,all
2026-02-12T19:44:40.270682,jraxal,I am interested in a villa in Badya and am planning for coming March. My name is Sid and my number is 01012345678.,lead_capture,[],[],v1.0,all
2026-02-12T19:44:56.758664,jraxal,My budget is 20 million EGP and I am looking for personal use.,lead_capture,[],[],v1.0,all
2026-02-12T19:45:14.202637,jraxal,"Yes, share on WhatsApp.",lead_capture,[],[],v1.0,all
2026-02-12T19:45:34.249990,jraxal,"Yes, please confirm for March 2026.",lead_capture,[],[],v1.0,all
2026-02-12T19:48:33.146374,jraxal,I am interested in a villa in Badya and am planning for coming March. My name is Sid and my number is 01012345678.,lead_capture,[],[],v1.0,all
2026-02-12T19:48:50.616344,jraxal,2,lead_capture,[],[],v1.0,all
2026-02-12T19:49:13.041645,jraxal,"0M EGP, personal use.No, personal use. 20 million EGP.",lead_capture,[],[],v1.0,all
2026-02-12T19:49:36.712324,jraxal,"Yes, please share on WhatsApp at 01012345678.",lead_capture,[],[],v1.0,all
2026-02-12T19:49:55.693065,jraxal,"Yes, correct. Please ensure the summary shows March 2026.",lead_capture,[],[],v1.0,all
2026-02-12T20:38:54.577595,jraxal,I am interested in a villa in Badya and am planning for coming March. My name is Sid and my number is 01012345678.,lead_capture,[],[],v1.0,all
2026-02-12T20:39:17.942446,jraxal,"20M, personal use",lead_capture,[],[],v1.0,all
2026-02-12T20:39:42.454166,jraxal,"Yes, please.",lead_capture,[],[],v1.0,all
